lat,long
47.20203,-0.98174
48.14466,-1.68742
43.13359,5.93391
48.83826,2.3379
47.48294,-0.55667
50.72025,1.61174
43.4036,6.06648
47.80437,3.55634
43.13263,6.01522
45.7575,3.09159
47.21004,-1.55818
42.63008,2.94636
43.18307,3.02516
43.29856,3.48318
48.43901,5.13791
44.63497,-0.31072
43.76692,7.48364
48.82557,1.93978
49.30711,3.6799
48.0752,7.33025
44.34346,2.0333
44.01026,4.41988
50.49056,2.85009
48.11965,5.14126
49.20634,-0.35131
45.16884,1.53993
48.45548,1.45129
43.32628,-0.34733
44.3546,2.03655
48.76736,0.61179
47.94013,1.87967
49.46474,1.11808
49.4706,6.08873
45.59592,5.24541
45.73826,4.90262
46.79787,4.85637
43.3788,5.36414
47.98609,-4.09571
47.80745,-2.38426
48.44418,5.13756
43.71735,4.10117
44.42403,6.00044
43.53548,5.44327
48.59327,7.70709
48.56744,-3.14531
46.21918,1.17424
43.52127,5.44033
49.02718,2.23541
47.33469,5.01036
46.84658,-1.87283
48.83994,2.24793
45.75684,4.87168
47.63362,6.13893
48.91684,2.33465
47.94548,1.94317
45.1968,-0.0856
44.09577,3.07058
50.29598,2.75747
45.57765,5.93994
43.29715,5.39083
43.55677,1.42633
43.65805,3.84485
47.63644,6.13922
48.87815,2.29127
43.92267,4.79965
45.54306,2.31213
47.39472,0.55349
47.72561,-1.73237
49.27461,-0.70123
48.20118,-2.98541
48.83954,2.34297
48.3067,4.05311
50.51496,2.66927
44.35298,6.36022
43.19466,2.7595
43.59819,2.26884
47.69104,0.41989
48.89766,2.08401
44.50258,0.16532
43.66104,7.1862
42.72049,2.88578
42.98295,1.14428
48.95085,2.31882
46.96902,-1.3105
43.60729,1.40321
48.78783,2.58027
48.29367,6.10911
49.85981,3.31014
47.60368,1.3431
48.98596,1.93593
48.20631,6.72345
44.40592,4.39603
43.7268,7.4184
47.48489,-0.91853
46.005,4.69425
44.38778,6.64954
41.59876,9.27683
44.84405,-0.64007
50.61122,3.03013
47.09711,5.50748
45.08649,4.6294
47.67802,-0.86632
48.85039,2.3719
46.06114,6.32477
44.8761,4.91629
43.32865,5.38581
44.93728,3.99497
45.81689,1.24053
50.5471,3.01867
43.82864,5.80578
45.94919,6.1502
45.74597,4.22167
45.06249,4.86634
43.87552,1.01057
44.9358,4.86278
48.82284,2.33271
46.98121,3.1225
47.98059,-4.1281
45.70429,4.79934
46.02925,4.31278
43.57363,5.42573
48.6252,2.14856
48.83146,2.12726
48.80818,2.13538
49.54221,0.95377
44.56856,6.07007
44.73011,5.02188
48.61488,7.78787
43.24991,6.5718
42.44125,2.02985
45.75257,4.80222
43.28237,5.59615
48.06873,-3.20039
47.2599,6.02829
50.54972,3.01636
46.95805,1.99535
49.91864,1.07866
48.76038,5.58816
49.24985,-0.23386
43.63075,0.57643
43.44466,5.43325
44.85131,-0.54261
44.61293,-1.11384
50.6798,3.1728
49.21155,1.17573
45.17041,4.82225
43.54974,6.98829
50.64911,3.08568
49.53252,1.98695
48.83843,2.35262
49.44499,1.14973
45.32829,3.84075
46.98285,3.11993
50.61016,3.0309
44.7278,5.00687
51.03797,2.39834
50.62133,3.07422
43.64934,6.9154
49.20355,-0.35445
47.85824,1.90866
43.82365,4.3498
50.49633,2.9608
45.00798,4.39963
46.46456,4.1093
45.59815,4.30181
47.9463,5.73528
48.6989,2.18644
48.67622,5.88746
47.22688,-1.61079
48.06132,7.04252
48.99189,2.44929
48.94453,2.23699
45.74095,4.89089
45.36348,5.58806
47.35315,5.05038
48.93681,2.37312
44.92579,2.41172
47.03303,4.83262
44.01179,1.36311
49.46174,1.11727
48.87264,2.35037
43.11476,6.12417
49.47811,2.99128
49.20174,7.00985
48.63069,-3.29516
45.77906,3.07609
48.19284,3.29857
45.52807,0.66602
47.08483,2.43857
45.68451,-0.29651
50.37895,2.32263
50.94265,1.89555
46.04281,4.0792
48.4003,-4.48948
46.31501,-0.45267
48.28892,6.96441
43.38805,0.05317
48.40199,-4.5282
48.94093,2.87307
48.83951,-1.59749
46.17262,4.80472
48.67812,6.13688
50.61262,2.98656
43.26236,5.40989
43.57251,5.36258
48.96318,2.53556
48.88966,5.5398
48.1377,-1.65727
43.75735,-0.57131
44.00642,1.37933
43.62983,3.85152
43.62626,3.90799
45.245,0.34004
49.00323,2.29176
48.92885,2.49655
47.57688,6.87332
48.0579,-0.78781
44.91105,4.89019
47.91599,7.19503
50.53312,2.80777
49.3632,6.14598
46.30914,3.28606
48.4077,-2.91502
48.84488,2.21815
43.32609,-1.02705
44.49753,0.9647
47.6431,6.86357
48.24488,7.17454
47.97954,3.396
48.18927,0.66268
45.74132,4.878
48.82924,2.31105
48.74609,7.34929
43.61324,1.39986
49.15933,4.33856
48.94281,2.16115
49.86792,2.27586
43.84767,4.37441
48.52548,-1.32906
47.3189,5.05684
48.79508,2.34839
43.62621,3.85757
43.29924,5.50394
48.28516,4.05773
44.61166,4.39055
44.09034,7.59473
45.7509,-0.643
43.95894,3.85655
48.88502,2.40108
48.7309,2.29191
43.30388,5.42243
44.12198,4.08691
44.79756,-0.65717
48.83568,-0.8841
48.9096,2.48794
43.05551,2.21948
43.46045,3.41915
49.04852,3.95078
49.61879,0.7454
48.84254,-1.2222
43.59819,1.3388
47.49023,3.90468
47.17836,-1.49343
45.21767,2.33992
49.44787,-2.55812
49.74422,0.38646
47.38994,0.68054
44.3226,5.81115
48.84596,2.23176
47.14098,-1.33656
45.88835,0.89766
43.35437,3.22778
49.41983,1.05686
48.76536,2.32044
45.53393,3.25404
48.65573,2.31295
46.80413,4.44852
50.28901,4.10165
49.02278,1.12666
43.29216,5.41972
48.84364,2.19707
49.92539,4.07326
43.91928,4.80266
49.74182,3.08546
45.84159,1.48378
50.47824,2.55124
50.69612,3.18712
45.88916,4.43865
49.09787,6.70556
50.72436,1.64364
45.05176,5.05901
47.81189,-3.26048
50.09658,3.53921
45.05322,3.90349
51.03335,2.39439
49.63554,5.16826
44.44496,1.43637
50.11484,3.92243
48.78867,2.25537
48.95015,7.64209
44.50475,0.16133
47.8627,4.55935
44.83909,-0.60635
43.81889,6.09024
47.26069,0.91229
47.56258,7.57621
46.23624,1.56109
47.26716,-2.25735
43.6429,3.83197
49.20391,-2.0444
49.03358,2.344
45.95277,1.75204
43.71009,-0.83991
50.15257,2.35221
47.27262,0.85764
48.72431,-3.44256
45.34693,5.65786
48.8201,2.22446
42.7274,2.87538
43.59977,1.43659
46.6476,-1.4302
44.03512,-0.91988
43.87887,7.45166
50.43913,2.81815
44.11018,0.88748
47.09757,-1.49153
47.22718,2.05141
48.30602,3.12404
50.33817,3.10322
46.35953,6.48035
47.0607,6.60278
43.61913,3.16185
48.88752,2.39322
44.99761,-0.44603
49.63077,2.29807
48.43402,-4.50637
48.42941,-4.6197
50.1614,3.48535
42.49054,2.75398
43.33227,5.42511
45.6894,4.82356
49.14914,0.90638
50.70258,2.25236
46.56744,4.89281
45.63681,4.3896
49.53763,5.78045
45.41749,4.67183
45.77023,4.95825
45.7168,4.92655
43.73764,7.42422
48.12357,-1.63791
43.70628,-1.05104
43.31563,5.4763
45.61203,5.15409
48.95418,2.52462
44.84185,0.22281
43.48549,-1.53897
44.73236,4.59409
49.56229,3.60887
49.35703,6.15587
43.60792,3.15076
46.09251,3.39103
50.37481,3.00114
47.72597,-1.38158
46.99544,-1.82097
43.91106,2.1685
45.74426,4.01638
48.58401,2.24122
43.47591,0.91067
47.5365,-0.10531
46.13354,-0.80908
49.5015,0.12283
43.65785,6.92978
43.13083,5.87517
48.87836,2.24158
49.1141,6.20961
47.40884,-0.75821
50.00972,4.05977
47.06027,3.93503
43.70835,3.83207
46.77081,-1.23234
48.05596,7.14254
43.80991,4.40869
48.83904,2.35785
47.9162,2.02827
43.62475,3.91127
45.05501,4.85457
43.68986,-1.07793
49.54627,3.40988
50.72886,2.26627
45.85635,3.51947
44.85971,-0.62457
45.77381,4.9729
48.74657,-0.56267
44.63804,-1.11822
48.8354,2.24445
50.68224,3.19774
49.91403,2.51407
