"type","name","features__type","features__properties__number","features__properties__name","features__properties__address","features__properties__address2","features__properties__commune","features__properties__nmarrond","features__properties__bonus","features__properties__pole","features__properties__lat","features__properties__lng","features__properties__bike_stands","features__properties__status","features__properties__available_bike_stands","features__properties__available_bikes","features__properties__availabilitycode","features__properties__availability","features__properties__banking","features__properties__gid","features__properties__last_update","features__properties__last_update_fme","features__properties__code_insee","features__properties__langue","features__properties__etat","features__properties__nature","features__properties__titre","features__properties__description","features__properties__startdate","features__properties__enddate","features__geometry__type","features__geometry__coordinates__001","features__geometry__coordinates__002"
"","","Feature","5054","Champvert","192, Avenue Barthélémy Buyer","","Lyon 5 ème","54","","Centre social, marché","45.7638977674247500","4.7927143081079860","18","OPEN","13","5","1","Vert","false","884","2020-12-12 18:25:04","2020-12-12 18:27:03","69385","","","","","","","","Point","4.792714308107986","45.763897767424751"
"","","Feature","4011","Place Joannès Ambre","Place Joannès Ambre","Angle grande rue de la Croix Rousse","Lyon 4 ème","11","","Théâtre, coeur quartier, hôpital","45.7815755185206100","4.8328577220510200","20","OPEN","19","1","1","Vert","true","1072","2020-12-12 18:26:28","2020-12-12 18:27:03","69384","","","","","","","","Point","4.83285772205102","45.781575518520611"
"","","Feature","1002","Opéra","Face 18, Rue Joseph Serlin","","Lyon 1 er","2","","Opéra, métro, mairie centrale","45.7676109468329100","4.8366570054128440","41","OPEN","2","34","1","Vert","true","1092","2020-12-12 18:26:33","2020-12-12 18:27:03","69381","","","","","","","","Point","4.836657005412844","45.76761094683291"
"","","Feature","3050","Friche RVI","5, Rue Félix Rollet","","Lyon 3 ème","50","","ancienne friche RVI","45.7483207051236600","4.8759239595508280","20","OPEN","20","0","3","Orange","false","1108","2020-12-12 18:23:11","2020-12-12 18:27:03","69383","","","","","","","","Point","4.875923959550828","45.74832070512366"
"","","Feature","8020","Moulin à Vent","2 Rue du Moulin à Vent","angle route de Vienne","Lyon 8 ème","20","","Commerces, itinéraire cyclable, coeur de quartier","45.7296761340645800","4.8541819412364090","22","OPEN","21","1","1","Vert","true","1020","2020-12-12 18:19:48","2020-12-12 18:27:03","69388","","","","","","","","Point","4.854181941236409","45.729676134064583"
"","","Feature","5005","Saint-Paul","Place Saint-Paul"," ","Lyon 5 ème","5","","Gare, coeur quartier, Vieux Lyon","45.7662717372985600","4.8274321226910390","23","OPEN","0","23","2","Bleu","true","851","2020-12-12 18:25:45","2020-12-12 18:27:03","69385","","","","","","","","Point","4.827432122691039","45.76627173729856"
"","","Feature","2038","Remparts d'Ainay","15, Rue des Remparts d'Ainay","","Lyon 2 ème","","","","45.7530892095642200","4.8298071448327240","24","OPEN","0","24","2","Bleu","false","1269","2020-12-12 18:19:50","2020-12-12 18:27:03","69382","","","","","","","","Point","4.829807144832724","45.753089209564223"
"","","Feature","8054","Martinière / Monplaisir","3, Rue Antoine Lumière","","Lyon 8 ème","54","","Lycée technique","45.7408946957303000","4.8683054018251575","20","OPEN","13","7","1","Vert","true","792","2020-12-12 18:26:48","2020-12-12 18:27:03","69388","","","","","","","","Point","4.868305401825157","45.740894695730297"
"","","Feature","10056","11 novembre / Gaston Berger","Avenue du 11 novembre 1918","Angle Avenue Gaston Berger","VILLEURBANNE","56","","resto U, associations, logements étudiants, iti. Cyclable","45.7790639863242460","4.8714964631896150","35","OPEN","35","0","3","Orange","false","902","2020-12-12 18:26:22","2020-12-12 18:27:03","69266","","","","","","","","Point","4.871496463189615","45.779063986324246"
"","","Feature","3029","Place Aristide Briand","Face 303, Rue Duguesclin","Angle Gambetta","Lyon 3 ème","29","","itinéraires cyclables","45.7530043530221000","4.8502474272199690","38","OPEN","35","3","1","Vert","true","881","2020-12-12 18:21:56","2020-12-12 18:27:03","69383","","","","","","","","Point","4.850247427219969","45.753004353022099"
"","","Feature","10061","République","105, cours Emile Zola"," ","VILLEURBANNE","61","","métro","45.7707838400683800","4.8729593888672900","17","OPEN","8","9","1","Vert","true","907","2020-12-12 18:25:06","2020-12-12 18:27:03","69266","","","","","","","","Point","4.87295938886729","45.770783840068383"
"","","Feature","4003","Place Commandant Arnaud","Place Commandant Arnaud","angle rue Belfort","Lyon 4 ème","3","","coeur quartier","45.7797251519675600","4.8347072824510775","17","OPEN","17","0","3","Orange","false","871","2020-12-12 18:17:55","2020-12-12 18:27:03","69384","","","","","","","","Point","4.834707282451078","45.779725151967561"
"","","Feature","4017","Place des tapis","Face 12, Boulevard des Canuts","angle boulevard de la Croix-Rousse","Lyon 4 ème","17","","coeur de quartier","45.7760264913711400","4.8296210962258830","17","OPEN","17","0","3","Orange","false","1076","2020-12-12 18:23:00","2020-12-12 18:27:03","69384","","","","","","","","Point","4.829621096225883","45.776026491371141"
"","","Feature","3068","Faure / Meynis","202, Avenue Félix Faure","","Lyon 3 ème","","","","45.7550605472608750","4.8713973381549930","28","OPEN","25","3","1","Vert","false","1288","2020-12-12 18:24:43","2020-12-12 18:27:03","69383","","","","","","","","Point","4.871397338154993","45.755060547260875"
"","","Feature","12004","Vaulx - Hôtel de ville","Rue Maurice Audin","coté Planétarium","VAULX-EN-VELIN","",""," ","45.7781718162778500","4.9205167112977890","30","OPEN","13","17","1","Vert","true","1243","2020-12-12 18:17:40","2020-12-12 18:27:03","69256","","","","","","","","Point","4.920516711297789","45.778171816277847"
"","","Feature","10054","Stalingrad / Meliès","2, Rue Georges Meliès","","VILLEURBANNE","54","","centre de congrès, bureaux","45.7767057578019500","4.8595233537915790","24","OPEN","3","21","1","Vert","false","901","2020-12-12 18:25:11","2020-12-12 18:27:03","69266","","","","","","","","Point","4.859523353791579","45.776705757801949"
"","","Feature","1021","Terreaux / Beaux Arts","8, Rue du Président Edouard Herriot","","Lyon 1 er","21","","Palais des Beaux Arts","45.7670410048109700","4.8342839059717140","11","OPEN","1","10","1","Vert","true","806","2020-12-12 18:24:22","2020-12-12 18:27:03","69381","","","","","","","","Point","4.834283905971714","45.76704100481097"
"","","Feature","33001","Albigny - Gare","Place de la Gare","","ALBIGNY-SUR-SAONE","",""," ","45.8749934925375340","4.8330021360822780","18","OPEN","12","6","1","Vert","true","1249","2020-12-12 18:19:13","2020-12-12 18:27:03","69003","","","","","","","","Point","4.833002136082278","45.874993492537534"
"","","Feature","3084","Desaix","128, Rue Paul Bert","","Lyon 3 ème","84",""," ","45.7572612599251600","4.8552008564228180","28","OPEN","25","2","1","Vert","false","776","2020-12-12 18:21:43","2020-12-12 18:27:03","69383","","","","","","","","Point","4.855200856422818","45.757261259925158"
"","","Feature","5026","Rue de la Baleine","13, Quai romain Rolland","angle Rue de la Baleine","Lyon 5 ème","26","","Vieux Lyon","45.7633837102434300","4.8290114774217890","14","OPEN","0","7","2","Bleu","false","842","2020-12-12 18:25:14","2020-12-12 18:27:03","69385","","","","","","","","Point","4.829011477421789","45.763383710243431"
"","","Feature","11005","Caluire - Passerelle de la Paix","Chemin Wette Fays","Face à la Rue de la Gravière","CALUIRE-ET-CUIRE","","","Caluire-et-Cuire","45.7879516402910550","4.8530543333992190","25","OPEN","21","4","1","Vert","true","1228","2020-12-12 18:25:14","2020-12-12 18:27:03","69034","","","","","","","","Point","4.853054333399219","45.787951640291055"
"","","Feature","2025","Mercière / Ferrandière","1, Rue Ferrandière","Angle Rue de Brest","Lyon 2 ème","25","","restaurants de la rue Mercière, commerces","45.7620553014781300","4.8332059556379780","10","OPEN","2","8","1","Vert","false","849","2020-12-12 18:24:23","2020-12-12 18:27:03","69382","","","","","","","","Point","4.833205955637978","45.762055301478128"
"","","Feature","8035","Sans Souci","18, Rue Edouard Rochet","","Lyon 8 ème","35","","Métro D, Institut Lumière, Place des frères Lumière","45.7472487338214600","4.8652857830315160","20","OPEN","18","0","3","Orange","true","1102","2020-12-12 18:18:32","2020-12-12 18:27:03","69388","","","","","","","","Point","4.865285783031516","45.747248733821458"
"","","Feature","13001","Décines - Centre","27, Rue Emile Bertrand","","DECINES-CHARPIEU","","","Meyzieu (T3)","45.7718733296366760","4.9557667876110880","20","OPEN","10","10","1","Vert","true","1284","2020-12-12 18:24:36","2020-12-12 18:27:03","69275","","","","","","","","Point","4.955766787611088","45.771873329636676"
"","","Feature","6035","Cité Internationale","Quai Charles de Gaulle","Face parvis palais des congrés","Lyon 6 ème","35","","Cinéma, casino, palais des congrés","45.7854214249623800","4.8541240727107640","21","OPEN","11","10","1","Vert","false","1082","2020-12-12 18:26:44","2020-12-12 18:27:03","69386","","","","","","","","Point","4.854124072710764","45.785421424962379"
"","","Feature","1036","Aveyron","44 Bd de la Croix Rousse","","Lyon 1 er","36","","Ecole, renforcement 4022","45.7743716157555500","4.8328150087604630","17","OPEN","17","0","3","Orange","true","933","2020-12-12 18:22:57","2020-12-12 18:27:03","69381","","","","","","","","Point","4.832815008760463","45.774371615755548"
"","","Feature","6022","Place Maréchal Lyautey","5-6, Place Maréchal Lyautey","","Lyon 6 ème","22","","","45.7693730577565400","4.8423179538871635","20","OPEN","5","15","1","Vert","true","1042","2020-12-12 18:26:08","2020-12-12 18:27:03","69386","","","","","","","","Point","4.842317953887163","45.769373057756539"
"","","Feature","9020","Bourbonnais","45, Rue du Bourbonnais","angle Rue Docteur Horand et Avenue Georges Masset","Lyon 9 ème","20","","maillage","45.7734645659819600","4.8002879293936390","12","OPEN","9","3","1","Vert","true","812","2020-12-12 18:26:52","2020-12-12 18:27:03","69389","","","","","","","","Point","4.800287929393639","45.773464565981961"
"","","Feature","18001","Pierre Bénite - Europe","22, Rue Voltaire","","PIERRE-BENITE","","","europe","45.7032558571012300","4.8212003761276780","15","OPEN","2","13","1","Vert","true","1262","2020-12-12 18:26:42","2020-12-12 18:27:03","69152","","","","","","","","Point","4.821200376127678","45.703255857101233"
"","","Feature","10031","Croix Luizet","Face 158, Avenue Roger Salengro","","VILLEURBANNE","31","","Centre quartier","45.7806441632908400","4.8834970167362710","22","OPEN","16","6","1","Vert","false","774","2020-12-12 18:25:01","2020-12-12 18:27:03","69266","","","","","","","","Point","4.883497016736271","45.780644163290837"
"","","Feature","8002","Place Ambroise Courtois","Place Ambroise Courtois","Face 107 Cours Albert Thomas","Lyon 8 ème","2","","Métro D, Institut Lumière, Place et avenue des frères Lumière","45.7452926164535000","4.8716789632578010","20","OPEN","18","2","1","Vert","true","895","2020-12-12 18:26:30","2020-12-12 18:27:03","69388","","","","","","","","Point","4.871678963257801","45.745292616453497"
"","","Feature","10007","Piaton / Condorcet","Avenue Piaton","Angle rue Condorcet","VILLEURBANNE","7","","centre quartier, itinéraire cyclable","45.7742151784181300","4.8675042131350820","20","OPEN","6","12","1","Vert","false","1078","2020-12-12 18:23:50","2020-12-12 18:27:03","69266","","","","","","","","Point","4.867504213135082","45.774215178418132"
"","","Feature","9033","Gorge de Loup","49 bis Esplanade Lina Cretet","Rue Sergent Michel Berthet","Lyon 9 ème","33",""," Lycée professionnel","45.7673654785190900","4.8056276995192775","40","OPEN","18","21","1","Vert","true","892","2020-12-12 18:19:13","2020-12-12 18:27:03","69389","","","","","","","","Point","4.805627699519277","45.767365478519089"
"","","Feature","5001","Place Varillon (funiculaire St-Just)","63, Rue de Trion","","Lyon 5 ème","1","","Métro Saint Just, habitations, commerces","45.7573003219205000","4.8150900113095240","23","OPEN","4","18","1","Vert","true","1037","2020-12-12 18:22:41","2020-12-12 18:27:03","69385","","","","","","","","Point","4.815090011309524","45.757300321920503"
"","","Feature","3018","Créqui / Voltaire","Rue de Créqui","angle place Voltaire","Lyon 3 ème","18","","Coeur de quartier","45.7566983441751900","4.8484034857557150","30","OPEN","6","24","1","Vert","true","780","2020-12-12 18:23:28","2020-12-12 18:27:03","69383","","","","","","","","Point","4.848403485755715","45.756698344175192"
"","","Feature","7064","CROUS","96, Rue Chevreul","","Lyon 7 ème","64","","Ecole de Condé","45.7454305152808000","4.8477802774631010","17","OPEN","10","7","1","Vert","false","767","2020-12-12 18:26:31","2020-12-12 18:27:03","69387","","","","","","","","Point","4.847780277463101","45.745430515280802"
"","","Feature","1037","Chazette Lassagne","Entrée Est du Tube Mode Doux","","Lyon 1 er","","","","45.7729266206145400","4.8372695440684375","20","OPEN","12","8","1","Vert","false","1272","2020-12-12 18:21:45","2020-12-12 18:27:03","69381","","","","","","","","Point","4.837269544068437","45.772926620614541"
"","","Feature","9051","Andréi Sakharov","301 avenue A.Sakharov","","Lyon 9 ème","51","","Stade, lycée","45.7865247393491300","4.7970709023310110","12","OPEN","10","2","1","Vert","true","989","2020-12-12 18:17:44","2020-12-12 18:27:03","69389","","","","","","","","Point","4.797070902331011","45.786524739349133"
"","","Feature","7012","Place des Pavillons","11, Place des Pavillons","","Lyon 7 ème","12","","ENS Sciences, coeur quartier","45.7295008043116340","4.8297016085827410","13","OPEN","9","4","1","Vert","false","1079","2020-12-12 18:21:36","2020-12-12 18:27:03","69387","","","","","","","","Point","4.829701608582741","45.729500804311634"
"","","Feature","7049","Cité Scolaire Internationale","26, Avenue Tony Garnier","","Lyon 7 ème","49",""," ","45.7279188576411300","4.8235600814059090","25","OPEN","21","4","1","Vert","false","1001","2020-12-12 18:17:17","2020-12-12 18:27:03","69387","","","","","","","","Point","4.823560081405909","45.727918857641129"
"","","Feature","6005","Place Edgar Quinet","6, Place Edgar Quinet","Devant le lycée","Lyon 6 ème","5","","coeur quartier","45.7657655924629200","4.8447318928504440","20","OPEN","5","15","1","Vert","true","1044","2020-12-12 18:23:23","2020-12-12 18:27:03","69386","","","","","","","","Point","4.844731892850444","45.76576559246292"
"","","Feature","8034","Berthelot / Villon","Face 98, Rue Villon","angle rue Berthelot","Lyon 8 ème","34","","tram","45.7383023357079350","4.8627327832044810","13","OPEN","11","2","1","Vert","false","1086","2020-12-12 18:26:52","2020-12-12 18:27:03","69388","","","","","","","","Point","4.862732783204481","45.738302335707935"
"","","Feature","7003","Gambetta / Garibaldi","100, Cours Gambetta","Prolongement Rue Rachais","Lyon 7 ème","3","","métro D","45.7517901355474700","4.8526079660087520","40","OPEN","32","7","1","Vert","true","1058","2020-12-12 18:23:34","2020-12-12 18:27:03","69387","","","","","","","","Point","4.852607966008752","45.751790135547473"
"","","Feature","8056","Delore / Audibert & Lavirotte","Face 69, Rue Audibert & Lavirotte","","Lyon 8 ème","56","","Maillage","45.7357952320592900","4.8568128186712000","18","OPEN","11","7","1","Vert","false","763","2020-12-12 18:22:07","2020-12-12 18:27:03","69388","","","","","","","","Point","4.8568128186712","45.735795232059289"
"","","Feature","10119","Villeurbanne Saint-Jean","2, Rue des Acacias","","VILLEURBANNE","119","","Collège Jean Vilar","45.7804458217109400","4.9044888457892960","12","OPEN","11","0","3","Orange","true","782","2020-12-12 18:26:06","2020-12-12 18:27:03","69266","","","","","","","","Point","4.904488845789296","45.780445821710941"
"","","Feature","7053","Jaurès / Thibaudière","Face 27, Rue de la Thibaudière","Avenue Jean Jaurès","Lyon 7 ème","53","","Maillage","45.7503447975739450","4.8450482534996375","28","OPEN","7","21","1","Vert","true","893","2020-12-12 18:19:39","2020-12-12 18:27:03","69387","","","","","","","","Point","4.845048253499638","45.750344797573945"
"","","Feature","7045","Parc des Berges","Face 40, Avenue Leclerc","","Lyon 7 ème","45","","Accès berges, parc, itinéraire cyclable","45.7377409586890200","4.8244875157097110","25","OPEN","22","3","1","Vert","true","760","2020-12-12 18:21:51","2020-12-12 18:27:03","69387","","","","","","","","Point","4.824487515709711","45.737740958689017"
"","","Feature","3101","Patinoire Baraban","Face 52, Rue Baraban","","Lyon 3 ème","101","","Patinoire, activités","45.7620516689039150","4.8685003507160690","20","OPEN","11","9","1","Vert","true","781","2020-12-12 18:25:49","2020-12-12 18:27:03","69383","","","","","","","","Point","4.868500350716069","45.762051668903915"
"","","Feature","4021","Tabareau","Rue Tabareau","angle Boulevard de la Croix-Rousse","Lyon 4 ème","21","","IUFM","45.7740806705343900","4.8251597121983645","10","OPEN","10","0","3","Orange","false","1043","2020-12-12 18:26:31","2020-12-12 18:27:03","69384","","","","","","","","Point","4.825159712198364","45.774080670534389"
"","","Feature","3040","Faure / Danton","87, Avenue Félix Faure","","Lyon 3 ème","","","","45.7535182868894700","4.8577376181704960","35","OPEN","34","1","1","Vert","false","1290","2020-12-12 18:23:49","2020-12-12 18:27:03","69383","","","","","","","","Point","4.857737618170496","45.753518286889467"
"","","Feature","9006","Théâtre Nouvelle Génération","Face 2, Rue Tissot","angle Rue de Bourgogne","Lyon 9 ème","6","","maillage","45.7772955373720100","4.8033117445656650","16","OPEN","4","12","1","Vert","true","1054","2020-12-12 18:22:42","2020-12-12 18:27:03","69389","","","","","","","","Point","4.803311744565665","45.777295537372012"
"","","Feature","10032","Primat / Decorps","Angle rue Emile Decorps / Rue Max Barel","","VILLEURBANNE","32","","Pôle Pixel","45.7571560146472440","4.8999652194279450","13","OPEN","11","2","1","Vert","false","1024","2020-12-12 18:26:47","2020-12-12 18:27:03","69266","","","","","","","","Point","4.899965219427945","45.757156014647244"
"","","Feature","8021","Paul Santy","101, Avenue Paul Santy","","Lyon 8 ème","21","","itinéraire cyclable","45.7285181510160800","4.8773059343942400","16","OPEN","13","2","1","Vert","false","896","2020-12-12 18:25:44","2020-12-12 18:27:03","69388","","","","","","","","Point","4.87730593439424","45.728518151016083"
"","","Feature","2001","Bellecour / République","4, Place Le Viste","angle Rue de La République","Lyon 2 ème","1","","métro A D, site, commerces","45.7579850990088100","4.8345938219838450","18","OPEN","8","10","1","Vert","true","803","2020-12-12 18:26:11","2020-12-12 18:27:03","69382","","","","","","","","Point","4.834593821983845","45.757985099008813"
"","","Feature","1016","Pêcherie","6, Rue de la Platière","Angle Quai de la Pêcherie","Lyon 1 er","16","","bouquinistes","45.7659547300349500","4.8311781246444845","17","OPEN","0","15","2","Bleu","false","775","2020-12-12 18:22:17","2020-12-12 18:27:03","69381","","","","","","","","Point","4.831178124644484","45.765954730034949"
"","","Feature","10117","La Perralière","171 rue Léon Blum","","VILLEURBANNE","117","","Centre de quartier, commerces","45.7645636665294100","4.8923336071821140","22","OPEN","13","9","1","Vert","false","922","2020-12-12 18:19:45","2020-12-12 18:27:03","69266","","","","","","","","Point","4.892333607182114","45.764563666529412"
"","","Feature","3088","Place Guichard","65, Rue Moncey","","Lyon 3 ème","88","","Métro, tram, palais justice, bourse du travail","45.7588152050466300","4.8464532259485145","16","OPEN","3","13","1","Vert","false","856","2020-12-12 18:20:54","2020-12-12 18:27:03","69383","","","","","","","","Point","4.846453225948514","45.758815205046631"
"","","Feature","10059","Anatole France / Zola","Face 145, Rue Anatole France","Angle Zola / France / Lherminier","VILLEURBANNE","59","","stade de la Viabert, Carrefour, iti. Cyclable","45.7688763179066740","4.8842415132426110","13","OPEN","3","10","1","Vert","false","816","2020-12-12 18:19:11","2020-12-12 18:27:03","69266","","","","","","","","Point","4.884241513242611","45.768876317906674"
"","","Feature","9040","Place de la Rhodiacéta","53, Rue Chapeau Rouge","","Lyon 9 ème","40","","ANPE, bureaux, enseignement secondaire","45.7709906411448560","4.8075804142518950","12","OPEN","11","1","1","Vert","false","885","2020-12-12 18:21:30","2020-12-12 18:27:03","69389","","","","","","","","Point","4.807580414251895","45.770990641144856"
"","","Feature","17003","Saint Fons - Théatre","59, Rue Carnot","","SAINT-FONS","","","Saint-Fons","45.7080855971723300","4.8617756041383320","18","OPEN","13","5","1","Vert","false","1258","2020-12-12 18:18:08","2020-12-12 18:27:03","69199","","","","","","","","Point","4.861775604138332","45.708085597172328"
"","","Feature","5030","Charcot / Résidence universitaire","Face 30, Rue Cdt Charcot","Angle Fort St Irénée/rue Cdt Charcot","Lyon 5 ème","30","","Résidence universitaire, marché","45.7550310886452600","4.8077850541519440","32","OPEN","13","19","1","Vert","true","905","2020-12-12 18:20:14","2020-12-12 18:27:03","69385","","","","","","","","Point","4.807785054151944","45.755031088645261"
"","","Feature","8039","Pierre Delore","Face 2, Rue Pierre Delore","","Lyon 8 ème","39","","Habitat","45.7386358835747000","4.8524001839789180","20","OPEN","20","0","3","Orange","true","898","2020-12-12 18:17:34","2020-12-12 18:27:03","69388","","","","","","","","Point","4.852400183978918","45.738635883574702"
"","","Feature","7062","Garibaldi / Domer","Face 327, Rue Garibaldi","Angle Rue Domer","Lyon 7 ème","62","","Lycée Professionnel, CROUS","45.7477327368804800","4.8516273700582800","19","OPEN","12","7","1","Vert","true","762","2020-12-12 18:20:30","2020-12-12 18:27:03","69387","","","","","","","","Point","4.85162737005828","45.747732736880479"
"","","Feature","7026","Baldassini / Gerland","25, Rue Jean Baldassini","","Lyon 7 ème","68","","baldassini_gerland","45.7276967807767200","4.8373820902736710","20","OPEN","13","7","1","Vert","false","1213","2020-12-12 18:20:49","2020-12-12 18:27:03","69387","","","","","","","","Point","4.837382090273671","45.727696780776718"
"","","Feature","1005","Meissonier","Place Meissonier","Angle sud-est de la place","Lyon 1 er","5","","maillage","45.7660850668592000","4.8328335830568180","16","OPEN","0","15","2","Bleu","false","827","2020-12-12 18:18:56","2020-12-12 18:27:03","69381","","","","","","","","Point","4.832833583056818","45.766085066859198"
"","","Feature","6040","Les Halles","149, Rue Boileau","","Lyon 6 ème","40",""," ","45.7640576127189100","4.8499305460757520","15","OPEN","3","12","1","Vert","true","1053","2020-12-12 18:23:25","2020-12-12 18:27:03","69386","","","","","","","","Point","4.849930546075752","45.764057612718908"
"","","Feature","2022","Place Carnot","Place Carnot","angle rue Général Plessier","Lyon 2 ème","22","","Place Carnot","45.7512270521822700","4.8268908354867040","30","OPEN","2","28","1","Vert","true","866","2020-12-12 18:21:15","2020-12-12 18:27:03","69382","","","","","","","","Point","4.826890835486704","45.751227052182273"
"","","Feature","12001","Vaulx - La Soie","Rue de la Poudrette","","VAULX-EN-VELIN","1","","Pôle multimodal de la Soie","45.7608131946829250","4.9206039456886055","25","OPEN","9","16","1","Vert","true","986","2020-12-12 18:19:23","2020-12-12 18:27:03","69256","","","","","","","","Point","4.920603945688605","45.760813194682925"
"","","Feature","7001","Place Gabriel Péri","4, Place Gabriel Péri","En face du mur peint, devant la Poste","Lyon 7 ème","1","","métro D, tram, coeur quartier, commerces","45.7548790164649200","4.8436750818920180","20","OPEN","8","12","1","Vert","true","1057","2020-12-12 18:24:05","2020-12-12 18:27:03","69387","","","","","","","","Point","4.843675081892018","45.754879016464919"
"","","Feature","2002","Bellecour / Saint Exupéry","Face 34, Place Bellecour","côté Rue Paul Lintier","Lyon 2 ème","2","","métro A D, site, commerces","45.7581569109321860","4.8304346949094690","40","OPEN","4","36","1","Vert","true","800","2020-12-12 18:23:08","2020-12-12 18:27:03","69382","","","","","","","","Point","4.830434694909469","45.758156910932186"
"","","Feature","3087","Part-Dieu / Garibaldi","4, Boulevard Eugène Deruelle","","Lyon 3 ème","87","","Centre Commercial, bureaux, renforcement 2-003","45.7627511569952000","4.8524277723450730","20","OPEN","2","18","1","Vert","true","1018","2020-12-12 18:26:09","2020-12-12 18:27:03","69383","","","","","","","","Point","4.852427772345073","45.762751156995201"
"","","Feature","9004","Gare de Vaise","Face 14, Rue du 24 Mars 1852","face entrée gare","Lyon 9 ème","4","","Gare, métro D","45.7797819839255400","4.8046653309593905","22","OPEN","0","22","2","Bleu","true","1014","2020-12-12 18:22:25","2020-12-12 18:27:03","69389","","","","","","","","Point","4.804665330959391","45.779781983925538"
"","","Feature","5008","Sainte-Irénée","Place Sainte Irénée","Rue des Chevaucheurs","Lyon 5 ème","8","","Place, résidence universitaire","45.7549458810740000","4.8124212248457430","20","OPEN","4","16","1","Vert","false","906","2020-12-12 18:21:13","2020-12-12 18:27:03","69385","","","","","","","","Point","4.812421224845743","45.754945881074001"
"","","Feature","34002","Neuville - Stade","Face au 27, Route de Lyon","","NEUVILLE-SUR-SAONE","",""," ","45.8708762461699200","4.8395985373186360","15","OPEN","15","0","3","Orange","false","1264","2020-12-12 18:18:07","2020-12-12 18:27:03","69143","","","","","","","","Point","4.839598537318636","45.870876246169921"
"","","Feature","8004","Mairie du 8e","Face 29, Avenue Jean Mermoz","","Lyon 8 ème","4","","Mairie du 8e","45.7351509957905000","4.8728173875360470","21","OPEN","18","3","1","Vert","false","894","2020-12-12 18:25:53","2020-12-12 18:27:03","69388","","","","","","","","Point","4.872817387536047","45.735150995790498"
"","","Feature","2016","Place Regaud","Place Regaud","Angle rue Tupin / rue Herriot","Lyon 2 ème","16","","maillage, Virgin","45.7630769295670000","4.8342866883470440","12","OPEN","1","11","1","Vert","true","832","2020-12-12 18:25:50","2020-12-12 18:27:03","69382","","","","","","","","Point","4.834286688347044","45.763076929566999"
"","","Feature","3080","Part-Dieu / Villette","Rue de la Villette","","Lyon 3 ème","80","","Gare Part-Dieu","45.7600550578148400","4.8616738805899400","30","OPEN","9","20","1","Vert","true","797","2020-12-12 18:24:25","2020-12-12 18:27:03","69383","","","","","","","","Point","4.86167388058994","45.760055057814839"
"","","Feature","5029","Place Gerson","Place Gerson","A proximité du Quai Pierre Size","Lyon 5 ème","29","","Vieux Lyon","45.7670544551410640","4.8270475070640995","20","OPEN","0","19","2","Bleu","false","1027","2020-12-12 18:17:39","2020-12-12 18:27:03","69385","","","","","","","","Point","4.827047507064099","45.767054455141064"
"","","Feature","14005","Bron - Université","5, Avenue Pierre Mendès France","","BRON","",""," ","45.7226607315060460","4.9152084999909755","30","OPEN","23","7","1","Vert","false","1270","2020-12-12 18:17:55","2020-12-12 18:27:03","69029","","","","","","","","Point","4.915208499990976","45.722660731506046"
"","","Feature","27001","Collonges - Gare","2, Quai de la Libération","","COLLONGES-AU-MONT-D'OR","",""," ","45.8308663282951700","4.8469785074774770","24","OPEN","8","16","1","Vert","true","1235","2020-12-12 18:18:19","2020-12-12 18:27:03","69063","","","","","","","","Point","4.846978507477477","45.830866328295173"
"","","Feature","7051","Guillotière / Veyron","214, Grande Rue de la Guillotière","","Lyon 7 ème","","","","45.7478049999959200","4.8564540006399150","0","","","","","","","1279","2020-12-12 00:30:09","2020-12-12 00:30:09","69387","","","","","","","","Point","4.856454000639915","45.747804999995921"
"","","Feature","32001","Couzon - Centre","Quai Jean Lavergne","","COUZON-AU-MONT-D'OR","",""," ","45.8459976867574600","4.8324121337552800","17","OPEN","9","8","1","Vert","false","1277","2020-12-12 18:20:01","2020-12-12 18:27:03","69068","","","","","","","","Point","4.83241213375528","45.845997686757457"
"","","Feature","7004","Mairie du 7e","Place Jean Macé","face à la Mairie","Lyon 7 ème","4","","métro B, tram, future halte TER, coeur quartier, mairie","45.7465601730305500","4.8423412580916120","30","OPEN","6","23","1","Vert","true","1063","2020-12-12 18:26:03","2020-12-12 18:27:03","69387","","","","","","","","Point","4.842341258091612","45.746560173030552"
"","","Feature","2039","Charité / Récamier","86, Rue de la Charité","","Lyon 2 ème","39","","Lycée, tramway, commerces","45.7492533954913900","4.8298441257520310","17","OPEN","5","11","1","Vert","false","1099","2020-12-12 18:19:23","2020-12-12 18:27:03","69382","","","","","","","","Point","4.829844125752031","45.749253395491387"
"","","Feature","7019","Croix Barret / Artillerie","5, Rue Croix-Barret","","Lyon 7 ème","",""," ","45.7367908138388600","4.8411520886055190","32","OPEN","32","0","3","Orange","false","1273","2020-12-12 18:21:29","2020-12-12 18:27:03","69387","","","","","","","","Point","4.841152088605519","45.736790813838859"
"","","Feature","20002","Oullins - Mairie","4, Rue Etienne Dolet","","OULLINS","","","mairie_oullins","45.7140014190252940","4.8065443341113525","18","OPEN","17","1","1","Vert","true","1239","2020-12-12 18:24:14","2020-12-12 18:27:03","69149","","","","","","","","Point","4.806544334111353","45.714001419025294"
"","","Feature","10046","Charmettes / Zola","25, Rue des Charmettes","Angle cours Emile Zola","VILLEURBANNE","46","","maillage, arrêt C3 ?","45.7707410676207300","4.8673338286937360","23","OPEN","16","7","1","Vert","true","887","2020-12-12 18:25:01","2020-12-12 18:27:03","69266","","","","","","","","Point","4.867333828693736","45.770741067620733"
