"type","name","features__type","features__properties__number","features__properties__name","features__properties__address","features__properties__address2","features__properties__commune","features__properties__nmarrond","features__properties__bonus","features__properties__pole","features__properties__lat","features__properties__lng","features__properties__bike_stands","features__properties__status","features__properties__available_bike_stands","features__properties__available_bikes","features__properties__availabilitycode","features__properties__availability","features__properties__banking","features__properties__gid","features__properties__last_update","features__properties__last_update_fme","features__properties__code_insee","features__properties__langue","features__properties__etat","features__properties__nature","features__properties__titre","features__properties__description","features__properties__startdate","features__properties__enddate","features__geometry__type","features__geometry__coordinates__001","features__geometry__coordinates__002"
"","","Feature","16003","Vénissieux - Joliot Curie / Sembat","Boulevard Irène Joliot Curie","","VENISSIEUX","","","Vénissieux","45.7154529520501360","4.8782350614798360","25","OPEN","2","23","1","Vert","false","1260","2020-12-12 18:25:02","2020-12-12 18:27:03","69259","","","","","","","","Point","4.878235061479836","45.715452952050136"
"","","Feature","10122","Verdun / Desgrand","13, Rue de Verdun","","VILLEURBANNE","122","","Maillage","45.7840513436847400","4.8970859241187770","21","OPEN","13","8","1","Vert","false","779","2020-12-12 18:19:31","2020-12-12 18:27:03","69266","","","","","","","","Point","4.897085924118777","45.784051343684737"
"","","Feature","14004","Bron - Mairie","5, Rue de Verdun","","BRON","","","mairie_bron","45.7339455296300700","4.9087206818679405","23","OPEN","22","1","1","Vert","true","1234","2020-12-12 18:22:15","2020-12-12 18:27:03","69029","","","","","","","","Point","4.908720681867941","45.73394552963007"
"","","Feature","10015","Poudrette / Musset","112, Rue de la Poudrette","","VILLEURBANNE","","","","45.7578829540715000","4.9211417117922070","18","OPEN","15","3","1","Vert","false","1280","2020-12-12 18:21:28","2020-12-12 18:27:03","69266","","","","","","","","Point","4.921141711792207","45.757882954071498"
"","","Feature","9015","Saint-Cyr","51t, Rue de Saint-Cyr","","Lyon 9 ème","","","saint_cyr_rhin","45.7828282303757100","4.8072963588022790","30","OPEN","8","22","1","Vert","false","1216","2020-12-12 18:26:37","2020-12-12 18:27:03","69389","","","","","","","","Point","4.807296358802279","45.782828230375713"
"","","Feature","34001","Neuville - Quai Pasteur","5, Quai Pasteur","Angle Place Ampère","NEUVILLE-SUR-SAONE","",""," ","45.8766089913122200","4.8386237264875970","20","OPEN","6","14","1","Vert","true","1250","2020-12-12 18:25:28","2020-12-12 18:27:03","69143","","","","","","","","Point","4.838623726487597","45.876608991312217"
"","","Feature","3079","Place Louise","4, Place Louise","","Lyon 3 ème","79","","Coeur de quartier, Parc Georges Bazin, maillage","45.7512052508819200","4.8848204636500700","16","OPEN","16","0","3","Orange","false","791","2020-12-12 18:20:08","2020-12-12 18:27:03","69383","","","","","","","","Point","4.88482046365007","45.751205250881917"
"","","Feature","28002","Fontaines S/S - Gambetta","Place des Rendez vous","","FONTAINES-SUR-SAONE","","","","45.8354059997715200","4.8457000001885610","20","OPEN","17","3","1","Vert","false","1230","2020-12-12 18:24:08","2020-12-12 18:27:03","69088","","","","","","","","Point","4.845700000188561","45.835405999771517"
"","","Feature","7025","Lacour / Artillerie","Rue Challemel Larcour","","Lyon 7 ème","67","","","45.7294551265970500","4.8441778720101850","20","OPEN","12","8","1","Vert","true","1232","2020-12-12 18:18:16","2020-12-12 18:27:03","69387","","","","","","","","Point","4.844177872010185","45.729455126597053"
"","","Feature","5031","Ménival / Joliot Curie","Rue Joliot Curie","","Lyon 5 ème","31","","Maillage","45.7546405115265300","4.7881488839855880","20","OPEN","11","9","1","Vert","false","945","2020-12-12 18:23:12","2020-12-12 18:27:03","69385","","","","","","","","Point","4.788148883985588","45.754640511526532"
"","","Feature","7030","Quartier Général Frère","31, Boulevard Yves Farge","","Lyon 7 ème","30","","Parc d'activités, logement, projet cyclable","45.7431645419377450","4.8341688750746420","30","OPEN","16","14","1","Vert","true","990","2020-12-12 18:20:23","2020-12-12 18:27:03","69387","","","","","","","","Point","4.834168875074642","45.743164541937745"
"","","Feature","9009","Berlioz / Chalinel","Face 31, Rue Albert Chalinel","Rue Hector Berlioz","Lyon 9 ème","","","berlioz","45.8011198081158200","4.8252725616689830","15","OPEN","4","11","1","Vert","false","1215","2020-12-12 18:25:49","2020-12-12 18:27:03","69389","","","","","","","","Point","4.825272561668983","45.801119808115821"
"","","Feature","10124","Salengro / Courteline","67, Avenue roger Salengro","","VILLEURBANNE","","","","45.7768977023466300","4.8764587904000850","24","OPEN","23","1","1","Vert","false","1283","2020-12-12 18:26:09","2020-12-12 18:27:03","69266","","","","","","","","Point","4.876458790400085","45.776897702346631"
"","","Feature","8057","Vienne / Montagny","184 route de Vienne","","Lyon 8 ème","57","","Maillage","45.7324819782407700","4.8534099750018610","20","OPEN","10","10","1","Vert","false","786","2020-12-12 18:23:48","2020-12-12 18:27:03","69388","","","","","","","","Point","4.853409975001861","45.73248197824077"
"","","Feature","6007","Masséna","47, Rue Tête d'Or","angle Cours Vitton","Lyon 6 ème","7","","métro A","45.7696601321996100","4.8523727828559995","27","OPEN","5","21","1","Vert","true","818","2020-12-12 18:17:15","2020-12-12 18:27:03","69386","","","","","","","","Point","4.852372782855999","45.769660132199611"
"","","Feature","2010","Confluence / Darse","2, Allée Andrée Mure","Quai Antoine Riboud","Lyon 2 ème","10","","","45.7434140947079900","4.8158543610390250","22","OPEN","6","16","1","Vert","true","1023","2020-12-12 18:26:17","2020-12-12 18:27:03","69382","","","","","","","","Point","4.815854361039025","45.743414094707987"
"","","Feature","5045","Valdo / Rivet","Rue Jeunet","","Lyon 5 ème","45","","Maillage","45.7504814834310240","4.7887741211031210","18","OPEN","11","7","1","Vert","true","883","2020-12-12 18:19:51","2020-12-12 18:27:03","69385","","","","","","","","Point","4.788774121103121","45.750481483431024"
"","","Feature","10083","Château Gaillard / Bienvenus","Face 31, Rue des Bienvenus","","VILLEURBANNE","83","","","45.7778649152535660","4.8842442857728360","15","OPEN","10","5","1","Vert","false","976","2020-12-12 18:21:26","2020-12-12 18:27:03","69266","","","","","","","","Point","4.884244285772836","45.777864915253566"
"","","Feature","10071","Lycée Marie Curie","33, Boulevard Eugène Réguillon","","VILLEURBANNE","71","","lycée, quartier","45.7615279698755500","4.8956902199613600","15","OPEN","15","0","3","Orange","false","904","2020-12-12 18:23:29","2020-12-12 18:27:03","69266","","","","","","","","Point","4.89569021996136","45.761527969875551"
"","","Feature","3038","Vivier Merle / Paul Bert Est","65, Boulevard Vivier Merle","angle rue Paul Bert","Lyon 3 ème","38","","CAFAL","45.7572314152350900","4.8589083673700480","20","OPEN","17","3","1","Vert","true","867","2020-12-12 18:26:06","2020-12-12 18:27:03","69383","","","","","","","","Point","4.858908367370048","45.75723141523509"
"","","Feature","3070","Rebatel / Saint-Maximin","62, Rue St Maximin","","Lyon 3 ème","","","st_maximin_rebatel","45.7478194334711700","4.8722698711079255","30","OPEN","29","1","1","Vert","false","1265","2020-12-12 18:23:04","2020-12-12 18:27:03","69383","","","","","","","","Point","4.872269871107926","45.747819433471172"
